Region/country/area,Indicator,Year,Renewable energy share of electricity capacity and generation (%)
South Africa,RE share of electricity capacity (%),2024,20.72
South Africa,RE share of electricity generation (%),2019,3.12
South Africa,RE share of electricity generation (%),2020,4.2
South Africa,RE share of electricity generation (%),2021,4.85
South Africa,RE share of electricity generation (%),2022,6.22
South Africa,RE share of electricity generation (%),2023,8.32
South Africa,RE share of electricity generation (%),2024,-
South Georgia and the South Sandwich Islands,RE share of electricity capacity (%),2019,58.86
South Georgia and the South Sandwich Islands,RE share of electricity capacity (%),2020,58.86
South Georgia and the South Sandwich Islands,RE share of electricity capacity (%),2021,58.86
South Georgia and the South Sandwich Islands,RE share of electricity capacity (%),2022,58.86
South Georgia and the South Sandwich Islands,RE share of electricity capacity (%),2023,60.49
South Georgia and the South Sandwich Islands,RE share of electricity capacity (%),2024,60.49
South Georgia and the South Sandwich Islands,RE share of electricity generation (%),2019,98.96
South Georgia and the South Sandwich Islands,RE share of electricity generation (%),2020,98.96
South Georgia and the South Sandwich Islands,RE share of electricity generation (%),2021,98.96
South Georgia and the South Sandwich Islands,RE share of electricity generation (%),2022,98.96
South Georgia and the South Sandwich Islands,RE share of electricity generation (%),2023,98.96
South Georgia and the South Sandwich Islands,RE share of electricity generation (%),2024,-
South Sudan,RE share of electricity capacity (%),2019,1.49
South Sudan,RE share of electricity capacity (%),2020,2.22
South Sudan,RE share of electricity capacity (%),2021,2.09
South Sudan,RE share of electricity capacity (%),2022,2.34
South Sudan,RE share of electricity capacity (%),2023,8.28
South Sudan,RE share of electricity capacity (%),2024,13.91
South Sudan,RE share of electricity generation (%),2019,0.68
South Sudan,RE share of electricity generation (%),2020,1.01
South Sudan,RE share of electricity generation (%),2021,0.96
South Sudan,RE share of electricity generation (%),2022,1.08
South Sudan,RE share of electricity generation (%),2023,1.28
South Sudan,RE share of electricity generation (%),2024,-
Spain,RE share of electricity capacity (%),2019,49.79
Spain,RE share of electricity capacity (%),2020,52.92
Spain,RE share of electricity capacity (%),2021,55.87
Spain,RE share of electricity capacity (%),2022,60.45
Spain,RE share of electricity capacity (%),2023,62.45
Spain,RE share of electricity capacity (%),2024,65.23
Spain,RE share of electricity generation (%),2019,36.97
Spain,RE share of electricity generation (%),2020,43.21
Spain,RE share of electricity generation (%),2021,45.85
Spain,RE share of electricity generation (%),2022,42.04
Spain,RE share of electricity generation (%),2023,50.3
Spain,RE share of electricity generation (%),2024,-
Sri Lanka,RE share of electricity capacity (%),2019,51.54
Sri Lanka,RE share of electricity capacity (%),2020,52.95
Sri Lanka,RE share of electricity capacity (%),2021,57.63
Sri Lanka,RE share of electricity capacity (%),2022,61.43
Sri Lanka,RE share of electricity capacity (%),2023,59.66
Sri Lanka,RE share of electricity capacity (%),2024,63.2
Sri Lanka,RE share of electricity generation (%),2019,33.77
Sri Lanka,RE share of electricity generation (%),2020,35.59
Sri Lanka,RE share of electricity generation (%),2021,49.4
Sri Lanka,RE share of electricity generation (%),2022,50.34
Sri Lanka,RE share of electricity generation (%),2023,48.55
Sri Lanka,RE share of electricity generation (%),2024,-
Saint Barthélemy,RE share of electricity capacity (%),2019,0.07
Saint Barthélemy,RE share of electricity capacity (%),2020,0.13
Saint Barthélemy,RE share of electricity capacity (%),2021,0.13
Saint Barthélemy,RE share of electricity capacity (%),2022,0.18
Saint Barthélemy,RE share of electricity capacity (%),2023,0.16
Saint Barthélemy,RE share of electricity capacity (%),2024,2.97
Saint Barthélemy,RE share of electricity generation (%),2019,0.04
Saint Barthélemy,RE share of electricity generation (%),2020,0.05
Saint Barthélemy,RE share of electricity generation (%),2021,0.05
Saint Barthélemy,RE share of electricity generation (%),2022,0.06
Saint Barthélemy,RE share of electricity generation (%),2023,0.06
Saint Barthélemy,RE share of electricity generation (%),2024,-
Saint Kitts and Nevis,RE share of electricity capacity (%),2019,5.64
Saint Kitts and Nevis,RE share of electricity capacity (%),2020,6.89
Saint Kitts and Nevis,RE share of electricity capacity (%),2021,6.89
Saint Kitts and Nevis,RE share of electricity capacity (%),2022,6.56
Saint Kitts and Nevis,RE share of electricity capacity (%),2023,6.56
Saint Kitts and Nevis,RE share of electricity capacity (%),2024,7.72
Saint Kitts and Nevis,RE share of electricity generation (%),2019,3.5
Saint Kitts and Nevis,RE share of electricity generation (%),2020,4.41
Saint Kitts and Nevis,RE share of electricity generation (%),2021,4.52
Saint Kitts and Nevis,RE share of electricity generation (%),2022,4.39
Saint Kitts and Nevis,RE share of electricity generation (%),2023,4.39
Saint Kitts and Nevis,RE share of electricity generation (%),2024,-
Saint Lucia,RE share of electricity capacity (%),2019,4.62
Saint Lucia,RE share of electricity capacity (%),2020,4.68
Saint Lucia,RE share of electricity capacity (%),2021,4.68
Saint Lucia,RE share of electricity capacity (%),2022,4.68
Saint Lucia,RE share of electricity capacity (%),2023,4.76
Saint Lucia,RE share of electricity capacity (%),2024,5.51
Saint Lucia,RE share of electricity generation (%),2019,2.06
Saint Lucia,RE share of electricity generation (%),2020,2.2
Saint Lucia,RE share of electricity generation (%),2021,2.01
Saint Lucia,RE share of electricity generation (%),2022,2
Saint Lucia,RE share of electricity generation (%),2023,2.02
Saint Lucia,RE share of electricity generation (%),2024,-
Saint Martin (French Part),RE share of electricity capacity (%),2019,0.88
Saint Martin (French Part),RE share of electricity capacity (%),2020,1.74
Saint Martin (French Part),RE share of electricity capacity (%),2021,1.74
Saint Martin (French Part),RE share of electricity capacity (%),2022,3.25
Saint Martin (French Part),RE share of electricity capacity (%),2023,3.58
Saint Martin (French Part),RE share of electricity capacity (%),2024,3.58
Saint Martin (French Part),RE share of electricity generation (%),2019,0.27
Saint Martin (French Part),RE share of electricity generation (%),2020,0.68
Saint Martin (French Part),RE share of electricity generation (%),2021,0.81
Saint Martin (French Part),RE share of electricity generation (%),2022,0.94
Saint Martin (French Part),RE share of electricity generation (%),2023,0.85
Saint Martin (French Part),RE share of electricity generation (%),2024,-
Saint Pierre and Miquelon,RE share of electricity capacity (%),2019,-
Saint Pierre and Miquelon,RE share of electricity capacity (%),2020,-
Saint Pierre and Miquelon,RE share of electricity capacity (%),2021,-
Saint Pierre and Miquelon,RE share of electricity capacity (%),2022,-
Saint Pierre and Miquelon,RE share of electricity capacity (%),2023,-
Saint Pierre and Miquelon,RE share of electricity capacity (%),2024,-
Saint Pierre and Miquelon,RE share of electricity generation (%),2019,-
Saint Pierre and Miquelon,RE share of electricity generation (%),2020,-
Saint Pierre and Miquelon,RE share of electricity generation (%),2021,-
Saint Pierre and Miquelon,RE share of electricity generation (%),2022,-
Saint Pierre and Miquelon,RE share of electricity generation (%),2023,-
Saint Pierre and Miquelon,RE share of electricity generation (%),2024,-
Saint Vincent and the Grenadines,RE share of electricity capacity (%),2019,22.63
Saint Vincent and the Grenadines,RE share of electricity capacity (%),2020,18.19
Saint Vincent and the Grenadines,RE share of electricity capacity (%),2021,18.14
Saint Vincent and the Grenadines,RE share of electricity capacity (%),2022,17.61
Saint Vincent and the Grenadines,RE share of electricity capacity (%),2023,18.33
Saint Vincent and the Grenadines,RE share of electricity capacity (%),2024,18.33
Saint Vincent and the Grenadines,RE share of electricity generation (%),2019,15.86
Saint Vincent and the Grenadines,RE share of electricity generation (%),2020,17.52
Saint Vincent and the Grenadines,RE share of electricity generation (%),2021,17.46
Saint Vincent and the Grenadines,RE share of electricity generation (%),2022,15.4
Saint Vincent and the Grenadines,RE share of electricity generation (%),2023,18.18
Saint Vincent and the Grenadines,RE share of electricity generation (%),2024,-
Sudan (the),RE share of electricity capacity (%),2019,47.66
Sudan (the),RE share of electricity capacity (%),2020,48.17
Sudan (the),RE share of electricity capacity (%),2021,48.43
Sudan (the),RE share of electricity capacity (%),2022,49.16
Sudan (the),RE share of electricity capacity (%),2023,49.16
Sudan (the),RE share of electricity capacity (%),2024,49.16
Sudan (the),RE share of electricity generation (%),2019,61.38
Sudan (the),RE share of electricity generation (%),2020,67.31
Sudan (the),RE share of electricity generation (%),2021,60.74
Sudan (the),RE share of electricity generation (%),2022,60.98
Sudan (the),RE share of electricity generation (%),2023,60.97
Sudan (the),RE share of electricity generation (%),2024,-
Suriname,RE share of electricity capacity (%),2019,28.47
Suriname,RE share of electricity capacity (%),2020,28.47
Suriname,RE share of electricity capacity (%),2021,26.86
Suriname,RE share of electricity capacity (%),2022,26.92
Suriname,RE share of electricity capacity (%),2023,27.04
Suriname,RE share of electricity capacity (%),2024,27.2
Suriname,RE share of electricity generation (%),2019,51.75
Suriname,RE share of electricity generation (%),2020,49.5
Suriname,RE share of electricity generation (%),2021,59.47
Suriname,RE share of electricity generation (%),2022,64.42
Suriname,RE share of electricity generation (%),2023,61.18
Suriname,RE share of electricity generation (%),2024,-
Sweden,RE share of electricity capacity (%),2019,72.75
Sweden,RE share of electricity capacity (%),2020,71.85
Sweden,RE share of electricity capacity (%),2021,75.75
Sweden,RE share of electricity capacity (%),2022,77.36
Sweden,RE share of electricity capacity (%),2023,78.58
Sweden,RE share of electricity capacity (%),2024,79.42
Sweden,RE share of electricity generation (%),2019,58.74
Sweden,RE share of electricity generation (%),2020,68.45
Sweden,RE share of electricity generation (%),2021,67.37
Sweden,RE share of electricity generation (%),2022,68.28
Sweden,RE share of electricity generation (%),2023,69.39
Sweden,RE share of electricity generation (%),2024,-
Switzerland,RE share of electricity capacity (%),2019,79.61
Switzerland,RE share of electricity capacity (%),2020,80.02
Switzerland,RE share of electricity capacity (%),2021,81.82
Switzerland,RE share of electricity capacity (%),2022,83.22
Switzerland,RE share of electricity capacity (%),2023,83.41
Switzerland,RE share of electricity capacity (%),2024,84.4
Switzerland,RE share of electricity generation (%),2019,57.48
Switzerland,RE share of electricity generation (%),2020,59.46
Switzerland,RE share of electricity generation (%),2021,63.63
Switzerland,RE share of electricity generation (%),2022,54.81
Switzerland,RE share of electricity generation (%),2023,59.91
Switzerland,RE share of electricity generation (%),2024,-
Syrian Arab Republic (the),RE share of electricity capacity (%),2019,14.9
Syrian Arab Republic (the),RE share of electricity capacity (%),2020,14.89
Syrian Arab Republic (the),RE share of electricity capacity (%),2021,15.07
Syrian Arab Republic (the),RE share of electricity capacity (%),2022,15.29
Syrian Arab Republic (the),RE share of electricity capacity (%),2023,15.29
Syrian Arab Republic (the),RE share of electricity capacity (%),2024,15.29
Syrian Arab Republic (the),RE share of electricity generation (%),2019,3.55
Syrian Arab Republic (the),RE share of electricity generation (%),2020,3.85
Syrian Arab Republic (the),RE share of electricity generation (%),2021,3.9
Syrian Arab Republic (the),RE share of electricity generation (%),2022,4.43
Syrian Arab Republic (the),RE share of electricity generation (%),2023,4.43
Syrian Arab Republic (the),RE share of electricity generation (%),2024,-
Tajikistan,RE share of electricity capacity (%),2019,88.84
Tajikistan,RE share of electricity capacity (%),2020,88.85
Tajikistan,RE share of electricity capacity (%),2021,88.85
Tajikistan,RE share of electricity capacity (%),2022,88.88
Tajikistan,RE share of electricity capacity (%),2023,88.88
Tajikistan,RE share of electricity capacity (%),2024,88.88
Tajikistan,RE share of electricity generation (%),2019,92.77
Tajikistan,RE share of electricity generation (%),2020,92.77
Tajikistan,RE share of electricity generation (%),2021,92.77
Tajikistan,RE share of electricity generation (%),2022,92.81
Tajikistan,RE share of electricity generation (%),2023,94.2
Tajikistan,RE share of electricity generation (%),2024,-
United Republic of Tanzania (the),RE share of electricity capacity (%),2019,40.27
United Republic of Tanzania (the),RE share of electricity capacity (%),2020,40.18
United Republic of Tanzania (the),RE share of electricity capacity (%),2021,37.51
United Republic of Tanzania (the),RE share of electricity capacity (%),2022,35.94
United Republic of Tanzania (the),RE share of electricity capacity (%),2023,37.66
United Republic of Tanzania (the),RE share of electricity capacity (%),2024,53.6
United Republic of Tanzania (the),RE share of electricity generation (%),2019,34.69
United Republic of Tanzania (the),RE share of electricity generation (%),2020,42.79
United Republic of Tanzania (the),RE share of electricity generation (%),2021,38.69
United Republic of Tanzania (the),RE share of electricity generation (%),2022,29.61
United Republic of Tanzania (the),RE share of electricity generation (%),2023,28.02
United Republic of Tanzania (the),RE share of electricity generation (%),2024,-
Thailand,RE share of electricity capacity (%),2019,22.29
Thailand,RE share of electricity capacity (%),2020,22.12
Thailand,RE share of electricity capacity (%),2021,22.39
Thailand,RE share of electricity capacity (%),2022,21.54
Thailand,RE share of electricity capacity (%),2023,21.43
Thailand,RE share of electricity capacity (%),2024,20.8
Thailand,RE share of electricity generation (%),2019,19.13
Thailand,RE share of electricity generation (%),2020,18.02
Thailand,RE share of electricity generation (%),2021,19.28
Thailand,RE share of electricity generation (%),2022,19.95
Thailand,RE share of electricity generation (%),2023,21.04
Thailand,RE share of electricity generation (%),2024,-
Timor-Leste,RE share of electricity capacity (%),2019,0.28
Timor-Leste,RE share of electricity capacity (%),2020,0.21
Timor-Leste,RE share of electricity capacity (%),2021,0.21
Timor-Leste,RE share of electricity capacity (%),2022,0.22
Timor-Leste,RE share of electricity capacity (%),2023,0.23
Timor-Leste,RE share of electricity capacity (%),2024,0.23
Timor-Leste,RE share of electricity generation (%),2019,0.38
Timor-Leste,RE share of electricity generation (%),2020,0.03
Timor-Leste,RE share of electricity generation (%),2021,0.02
Timor-Leste,RE share of electricity generation (%),2022,0.04
Timor-Leste,RE share of electricity generation (%),2023,0.03
Timor-Leste,RE share of electricity generation (%),2024,-
Togo,RE share of electricity capacity (%),2019,30.01
Togo,RE share of electricity capacity (%),2020,30.99
Togo,RE share of electricity capacity (%),2021,37.37
Togo,RE share of electricity capacity (%),2022,37.71
Togo,RE share of electricity capacity (%),2023,37.84
Togo,RE share of electricity capacity (%),2024,37.84
Togo,RE share of electricity generation (%),2019,23.68
Togo,RE share of electricity generation (%),2020,14.91
Togo,RE share of electricity generation (%),2021,20.66
Togo,RE share of electricity generation (%),2022,14.51
Togo,RE share of electricity generation (%),2023,18.97
Togo,RE share of electricity generation (%),2024,-
Tokelau,RE share of electricity capacity (%),2019,87.79
Tokelau,RE share of electricity capacity (%),2020,87.79
Tokelau,RE share of electricity capacity (%),2021,87.79
Tokelau,RE share of electricity capacity (%),2022,87.79
Tokelau,RE share of electricity capacity (%),2023,87.79
Tokelau,RE share of electricity capacity (%),2024,87.79
Tokelau,RE share of electricity generation (%),2019,94.16
Tokelau,RE share of electricity generation (%),2020,94.16
Tokelau,RE share of electricity generation (%),2021,94.16
Tokelau,RE share of electricity generation (%),2022,94.16
Tokelau,RE share of electricity generation (%),2023,94.16
Tokelau,RE share of electricity generation (%),2024,-
Tonga,RE share of electricity capacity (%),2019,35.26
Tonga,RE share of electricity capacity (%),2020,35.26
Tonga,RE share of electricity capacity (%),2021,31.67
Tonga,RE share of electricity capacity (%),2022,47.27
Tonga,RE share of electricity capacity (%),2023,48.37
Tonga,RE share of electricity capacity (%),2024,46.33
Tonga,RE share of electricity generation (%),2019,12.71
Tonga,RE share of electricity generation (%),2020,14.06
Tonga,RE share of electricity generation (%),2021,11.96
Tonga,RE share of electricity generation (%),2022,12.58
Tonga,RE share of electricity generation (%),2023,14.95
Tonga,RE share of electricity generation (%),2024,-
Trinidad and Tobago,RE share of electricity capacity (%),2019,0.2
Trinidad and Tobago,RE share of electricity capacity (%),2020,0.17
Trinidad and Tobago,RE share of electricity capacity (%),2021,0.2
Trinidad and Tobago,RE share of electricity capacity (%),2022,0.2
Trinidad and Tobago,RE share of electricity capacity (%),2023,0.2
Trinidad and Tobago,RE share of electricity capacity (%),2024,0.23
Trinidad and Tobago,RE share of electricity generation (%),2019,0.07
Trinidad and Tobago,RE share of electricity generation (%),2020,0.07
Trinidad and Tobago,RE share of electricity generation (%),2021,0.07
Trinidad and Tobago,RE share of electricity generation (%),2022,0.07
Trinidad and Tobago,RE share of electricity generation (%),2023,0.07
Trinidad and Tobago,RE share of electricity generation (%),2024,-
Tunisia,RE share of electricity capacity (%),2019,7.16
Tunisia,RE share of electricity capacity (%),2020,6.76
Tunisia,RE share of electricity capacity (%),2021,6.76
Tunisia,RE share of electricity capacity (%),2022,7.75
Tunisia,RE share of electricity capacity (%),2023,11.88
Tunisia,RE share of electricity capacity (%),2024,15.17
Tunisia,RE share of electricity generation (%),2019,3.73
Tunisia,RE share of electricity generation (%),2020,4.06
Tunisia,RE share of electricity generation (%),2021,4.27
Tunisia,RE share of electricity generation (%),2022,4.1
Tunisia,RE share of electricity generation (%),2023,6.25
Tunisia,RE share of electricity generation (%),2024,-
Türkiye,RE share of electricity capacity (%),2019,48.64
Türkiye,RE share of electricity capacity (%),2020,51.3
Türkiye,RE share of electricity capacity (%),2021,53.27
Türkiye,RE share of electricity capacity (%),2022,53.89
Türkiye,RE share of electricity capacity (%),2023,55.1
Türkiye,RE share of electricity capacity (%),2024,59.32
Türkiye,RE share of electricity generation (%),2019,43.52
Türkiye,RE share of electricity generation (%),2020,41.85
Türkiye,RE share of electricity generation (%),2021,35.42
Türkiye,RE share of electricity generation (%),2022,41.97
Türkiye,RE share of electricity generation (%),2023,42.28
Türkiye,RE share of electricity generation (%),2024,-
Turkmenistan,RE share of electricity capacity (%),2019,0.02
Turkmenistan,RE share of electricity capacity (%),2020,0.02
Turkmenistan,RE share of electricity capacity (%),2021,0.03
Turkmenistan,RE share of electricity capacity (%),2022,0.03
Turkmenistan,RE share of electricity capacity (%),2023,0.03
Turkmenistan,RE share of electricity capacity (%),2024,0.03
Turkmenistan,RE share of electricity generation (%),2019,0.01
Turkmenistan,RE share of electricity generation (%),2020,0.01
Turkmenistan,RE share of electricity generation (%),2021,0.01
Turkmenistan,RE share of electricity generation (%),2022,0.01
Turkmenistan,RE share of electricity generation (%),2023,0.01
Turkmenistan,RE share of electricity generation (%),2024,-
Turks and Caicos Islands,RE share of electricity capacity (%),2019,1.03
Turks and Caicos Islands,RE share of electricity capacity (%),2020,1.03
Turks and Caicos Islands,RE share of electricity capacity (%),2021,2.76
Turks and Caicos Islands,RE share of electricity capacity (%),2022,3.5
Turks and Caicos Islands,RE share of electricity capacity (%),2023,3.74
Turks and Caicos Islands,RE share of electricity capacity (%),2024,3.86
Turks and Caicos Islands,RE share of electricity generation (%),2019,0.56
Turks and Caicos Islands,RE share of electricity generation (%),2020,0.57
Turks and Caicos Islands,RE share of electricity generation (%),2021,1.5
Turks and Caicos Islands,RE share of electricity generation (%),2022,1.86
Turks and Caicos Islands,RE share of electricity generation (%),2023,2.06
Turks and Caicos Islands,RE share of electricity generation (%),2024,-
Tuvalu,RE share of electricity capacity (%),2019,53.83
Tuvalu,RE share of electricity capacity (%),2020,54.33
Tuvalu,RE share of electricity capacity (%),2021,54.33
Tuvalu,RE share of electricity capacity (%),2022,54.33
Tuvalu,RE share of electricity capacity (%),2023,54.98
Tuvalu,RE share of electricity capacity (%),2024,59.22
Tuvalu,RE share of electricity generation (%),2019,19.15
Tuvalu,RE share of electricity generation (%),2020,15.81
Tuvalu,RE share of electricity generation (%),2021,15.28
Tuvalu,RE share of electricity generation (%),2022,16.68
Tuvalu,RE share of electricity generation (%),2023,17.92
Tuvalu,RE share of electricity generation (%),2024,-
Uganda,RE share of electricity capacity (%),2019,91.92
Uganda,RE share of electricity capacity (%),2020,92.14
Uganda,RE share of electricity capacity (%),2021,92.15
Uganda,RE share of electricity capacity (%),2022,92.31
Uganda,RE share of electricity capacity (%),2023,94.11
Uganda,RE share of electricity capacity (%),2024,94.63
Uganda,RE share of electricity generation (%),2019,97.64
Uganda,RE share of electricity generation (%),2020,98.69
Uganda,RE share of electricity generation (%),2021,97.85
Uganda,RE share of electricity generation (%),2022,99.72
Uganda,RE share of electricity generation (%),2023,99.72
Uganda,RE share of electricity generation (%),2024,-
United Kingdom of Great Britain and Northern Ireland (the),RE share of electricity capacity (%),2019,45.31
United Kingdom of Great Britain and Northern Ireland (the),RE share of electricity capacity (%),2020,46.89
United Kingdom of Great Britain and Northern Ireland (the),RE share of electricity capacity (%),2021,47.93
United Kingdom of Great Britain and Northern Ireland (the),RE share of electricity capacity (%),2022,50.86
United Kingdom of Great Britain and Northern Ireland (the),RE share of electricity capacity (%),2023,53.44
United Kingdom of Great Britain and Northern Ireland (the),RE share of electricity capacity (%),2024,55.97
United Kingdom of Great Britain and Northern Ireland (the),RE share of electricity generation (%),2019,37.02
United Kingdom of Great Britain and Northern Ireland (the),RE share of electricity generation (%),2020,43.03
United Kingdom of Great Britain and Northern Ireland (the),RE share of electricity generation (%),2021,39.68
United Kingdom of Great Britain and Northern Ireland (the),RE share of electricity generation (%),2022,41.59
United Kingdom of Great Britain and Northern Ireland (the),RE share of electricity generation (%),2023,46.3
United Kingdom of Great Britain and Northern Ireland (the),RE share of electricity generation (%),2024,-
Ukraine,RE share of electricity capacity (%),2019,21.74
Ukraine,RE share of electricity capacity (%),2020,23.82
Ukraine,RE share of electricity capacity (%),2021,25.18
Ukraine,RE share of electricity capacity (%),2022,25.18
Ukraine,RE share of electricity capacity (%),2023,24.79
Ukraine,RE share of electricity capacity (%),2024,35.35
Ukraine,RE share of electricity generation (%),2019,8.27
Ukraine,RE share of electricity generation (%),2020,11.44
Ukraine,RE share of electricity generation (%),2021,11.63
Ukraine,RE share of electricity generation (%),2022,14.6
Ukraine,RE share of electricity generation (%),2023,17.89
Ukraine,RE share of electricity generation (%),2024,-
United Arab Emirates (the),RE share of electricity capacity (%),2019,5.83
United Arab Emirates (the),RE share of electricity capacity (%),2020,6.63
United Arab Emirates (the),RE share of electricity capacity (%),2021,8.32
United Arab Emirates (the),RE share of electricity capacity (%),2022,9.29
United Arab Emirates (the),RE share of electricity capacity (%),2023,13.88
United Arab Emirates (the),RE share of electricity capacity (%),2024,14.26
United Arab Emirates (the),RE share of electricity generation (%),2019,2.65
United Arab Emirates (the),RE share of electricity generation (%),2020,3.78
United Arab Emirates (the),RE share of electricity generation (%),2021,4.19
United Arab Emirates (the),RE share of electricity generation (%),2022,4.97
United Arab Emirates (the),RE share of electricity generation (%),2023,8.7
United Arab Emirates (the),RE share of electricity generation (%),2024,-
Uruguay,RE share of electricity capacity (%),2019,76.06
Uruguay,RE share of electricity capacity (%),2020,76.08
Uruguay,RE share of electricity capacity (%),2021,76.12
Uruguay,RE share of electricity capacity (%),2022,76.19
Uruguay,RE share of electricity capacity (%),2023,77.7
Uruguay,RE share of electricity capacity (%),2024,77.82
Uruguay,RE share of electricity generation (%),2019,97.22
Uruguay,RE share of electricity generation (%),2020,93.06
Uruguay,RE share of electricity generation (%),2021,84.28
Uruguay,RE share of electricity generation (%),2022,90.32
Uruguay,RE share of electricity generation (%),2023,91.53
Uruguay,RE share of electricity generation (%),2024,-
United States Virgin Islands,RE share of electricity capacity (%),2019,2.97
United States Virgin Islands,RE share of electricity capacity (%),2020,2.97
United States Virgin Islands,RE share of electricity capacity (%),2021,2.97
United States Virgin Islands,RE share of electricity capacity (%),2022,2.97
United States Virgin Islands,RE share of electricity capacity (%),2023,2.97
United States Virgin Islands,RE share of electricity capacity (%),2024,8.49
United States Virgin Islands,RE share of electricity generation (%),2019,2.16
United States Virgin Islands,RE share of electricity generation (%),2020,2.2
United States Virgin Islands,RE share of electricity generation (%),2021,2.64
United States Virgin Islands,RE share of electricity generation (%),2022,2.64
United States Virgin Islands,RE share of electricity generation (%),2023,2.88
United States Virgin Islands,RE share of electricity generation (%),2024,-
United States of America (the),RE share of electricity capacity (%),2019,23.3
United States of America (the),RE share of electricity capacity (%),2020,25.49
United States of America (the),RE share of electricity capacity (%),2021,27.6
United States of America (the),RE share of electricity capacity (%),2022,29.42
United States of America (the),RE share of electricity capacity (%),2023,31.05
United States of America (the),RE share of electricity capacity (%),2024,33.47
United States of America (the),RE share of electricity generation (%),2019,17.47
United States of America (the),RE share of electricity generation (%),2020,19.42
United States of America (the),RE share of electricity generation (%),2021,19.8
United States of America (the),RE share of electricity generation (%),2022,21.34
United States of America (the),RE share of electricity generation (%),2023,21.61
United States of America (the),RE share of electricity generation (%),2024,-
Uzbekistan,RE share of electricity capacity (%),2019,11.99
Uzbekistan,RE share of electricity capacity (%),2020,12.16
Uzbekistan,RE share of electricity capacity (%),2021,12.46
Uzbekistan,RE share of electricity capacity (%),2022,13.76
Uzbekistan,RE share of electricity capacity (%),2023,15.46
Uzbekistan,RE share of electricity capacity (%),2024,24.39
Uzbekistan,RE share of electricity generation (%),2019,11.24
Uzbekistan,RE share of electricity generation (%),2020,9.48
Uzbekistan,RE share of electricity generation (%),2021,7.74
Uzbekistan,RE share of electricity generation (%),2022,9.34
Uzbekistan,RE share of electricity generation (%),2023,10.77
Uzbekistan,RE share of electricity generation (%),2024,-
Vanuatu,RE share of electricity capacity (%),2019,34.66
Vanuatu,RE share of electricity capacity (%),2020,34.11
Vanuatu,RE share of electricity capacity (%),2021,34.13
Vanuatu,RE share of electricity capacity (%),2022,33.73
Vanuatu,RE share of electricity capacity (%),2023,34.48
Vanuatu,RE share of electricity capacity (%),2024,35.04
Vanuatu,RE share of electricity generation (%),2019,27.32
Vanuatu,RE share of electricity generation (%),2020,28.43
Vanuatu,RE share of electricity generation (%),2021,25.15
Vanuatu,RE share of electricity generation (%),2022,22.7
Vanuatu,RE share of electricity generation (%),2023,22.71
Vanuatu,RE share of electricity generation (%),2024,-
Venezuela (Bolivarian Republic of),RE share of electricity capacity (%),2019,47.59
Venezuela (Bolivarian Republic of),RE share of electricity capacity (%),2020,47.59
Venezuela (Bolivarian Republic of),RE share of electricity capacity (%),2021,47.79
Venezuela (Bolivarian Republic of),RE share of electricity capacity (%),2022,47.79
Venezuela (Bolivarian Republic of),RE share of electricity capacity (%),2023,47.53
Venezuela (Bolivarian Republic of),RE share of electricity capacity (%),2024,47.53
Venezuela (Bolivarian Republic of),RE share of electricity generation (%),2019,78.88
Venezuela (Bolivarian Republic of),RE share of electricity generation (%),2020,81.49
Venezuela (Bolivarian Republic of),RE share of electricity generation (%),2021,80.09
Venezuela (Bolivarian Republic of),RE share of electricity generation (%),2022,77.42
Venezuela (Bolivarian Republic of),RE share of electricity generation (%),2023,77.42
Venezuela (Bolivarian Republic of),RE share of electricity generation (%),2024,-
Viet Nam,RE share of electricity capacity (%),2019,47.69
Viet Nam,RE share of electricity capacity (%),2020,55.79
Viet Nam,RE share of electricity capacity (%),2021,56.21
Viet Nam,RE share of electricity capacity (%),2022,56.69
Viet Nam,RE share of electricity capacity (%),2023,57.57
Viet Nam,RE share of electricity capacity (%),2024,57.92
Viet Nam,RE share of electricity generation (%),2019,32.07
Viet Nam,RE share of electricity generation (%),2020,36.4
Viet Nam,RE share of electricity generation (%),2021,44.93
Viet Nam,RE share of electricity generation (%),2022,51.95
Viet Nam,RE share of electricity generation (%),2023,44.89
Viet Nam,RE share of electricity generation (%),2024,-
Yemen,RE share of electricity capacity (%),2019,13.64
Yemen,RE share of electricity capacity (%),2020,13.62
Yemen,RE share of electricity capacity (%),2021,12.87
Yemen,RE share of electricity capacity (%),2022,13.13
Yemen,RE share of electricity capacity (%),2023,13.98
Yemen,RE share of electricity capacity (%),2024,18.78
Yemen,RE share of electricity generation (%),2019,16.14
Yemen,RE share of electricity generation (%),2020,19.09
Yemen,RE share of electricity generation (%),2021,21.08
Yemen,RE share of electricity generation (%),2022,20
Yemen,RE share of electricity generation (%),2023,19.99
Yemen,RE share of electricity generation (%),2024,-
Zambia,RE share of electricity capacity (%),2019,82.89
Zambia,RE share of electricity capacity (%),2020,82.9
Zambia,RE share of electricity capacity (%),2021,84.43
Zambia,RE share of electricity capacity (%),2022,86.3
Zambia,RE share of electricity capacity (%),2023,86.43
Zambia,RE share of electricity capacity (%),2024,86.64
Zambia,RE share of electricity generation (%),2019,82.93
Zambia,RE share of electricity generation (%),2020,85.55
Zambia,RE share of electricity generation (%),2021,92.05
Zambia,RE share of electricity generation (%),2022,88.91
Zambia,RE share of electricity generation (%),2023,89.06
Zambia,RE share of electricity generation (%),2024,-
